Name,Draft Year,Height w/o Shoes,Height w/shoes,Weight,Wingspan,Reach,Body Fat,Hand Length,Hand Width,No Step Vert,No Step Vert Reach,Max Vert,Max Vert Reach,Bench,Agility,Sprint,Rank,Drafted
Desmond Hubert ,2010,"6' 9""",NA,195,"7' 2""","8' 11.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Craig Bradshaw ,2007,"6' 9""","6' 10.25""",241,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Schnider Herard ,2014,"6' 9""",NA,263,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Mohammed Lasege ,2002,"6' 8.75""",NA,228,"7' 2""","9' 0.5""",NA,0,0,27.5,"11' 4""",30,"11' 6.5""",18,12.96,3.29,45,No
Kevin Lyde ,2002,"6' 8.75""","6' 9.25""",278,"7' 2""","9' 1.5""",NA,0,0,27.5,"11' 5""",30.5,"11' 8""",13,12.97,3.36,60,No
Gary McGhee ,2011,"6' 8.75""",NA,263,"7' 2""","8' 11.25""",NA,0,0,29.5,"11' 4.75""",NA,NA,NA,11.96,3.5,NA,No
Grant Jerrett ,2013,"6' 8.75""","6' 10.25""",232,"7' 2""","9' 1""",10.1,8.5,9.25,28.5,"11' 5.5""",34,"11' 11""",2,11.85,3.51,NA,40
Henry Ellenson ,2014,"6' 8.75""","6' 10""",240,"7' 2""","9' 1""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ivan Rabb ,2015,"6' 8.75""","6' 9.75""",215,"7' 2""","9' 0""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ralph Sampson ,2015,"6' 8.75""","6' 10""",259,"7' 2""","9' 2""",NA,0,0,24,"11' 2""",28,"11' 6""",NA,12.03,3.44,NA,No
Pape Sow ,2004,"6' 8.5""","6' 10""",233,"7' 2""","9' 0.5""",NA,0,0,28,"11' 4.5""",31.5,"11' 8""",18,12.13,3.27,34,47
Rick Jackson ,2011,"6' 8.5""","6' 9""",245,"7' 2""","8' 8""",10.6,10,0,30,"11' 2""",34.5,"11' 6.5""",NA,8.81,3.99,NA,No
Brandon Davies ,2013,"6' 8.5""",NA,234,"7' 2""","9' 0.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Sam Dower ,2014,"6' 8.5""","6' 9.5""",244,"7' 2""","9' 0.5""",10.8,9,9.5,24,"11' 0.5""",28,"11' 4.5""",2,11.71,3.56,NA,No
Rick Jackson ,2011,"6' 8.25""","6' 9.25""",242,"7' 2""","8' 10.5""",8.3,8.75,9.5,28.5,"11' 3""",33,"11' 7.5""",9,11.51,3.26,NA,No
Daniel Giddens ,2014,"6' 8.25""","6' 9.25""",227,"7' 2""","9' 0""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Coleman Collins ,2007,"6' 8""","6' 9.75""",236,"7' 2""","8' 11""",6.2,0,0,30,"11' 5""",35,"11' 10""",21,11.47,NA,51,No
Robert Whaley ,2005,"6' 8""","6' 9""",269,"7' 2""","9' 0""",NA,0,0,28.5,"11' 4.5""",33.5,"11' 9.5""",15,12.11,3.25,37,51
Charles Hathaway ,2001,"6' 8""","6' 9.5""",274,"7' 2""","8' 11.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,80,No
Anthony Davis ,2010,"6' 8""",NA,190,"7' 2""","9' 0""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Sidiki Johnson ,2010,"6' 8""",NA,220,"7' 2""","8' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ryvon Covile ,2007,"6' 8""","6' 8.5""",249,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Daniel Giddens ,2012,"6' 8""","6' 9""",220,"7' 2""","9' 0""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Daniel Giddens ,2013,"6' 8""","6' 9.5""",217,"7' 2""","9' 0""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Harry Giles ,2013,"6' 8""","6' 9""",209,"7' 2""","9' 0""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Danta Hall ,2013,"6' 8""",NA,137,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kadeem Batts ,2014,"6' 8""",NA,256,"7' 2""","8' 11""",NA,0,0,23.5,"10' 10.5""",NA,NA,NA,11.99,3.5,NA,No
Wendell Carter ,2014,"6' 8""",NA,242,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Caswell Cyrus ,2000,"6' 7.75""","6' 9""",221,"7' 2""","8' 11.5""",NA,0,0,33.5,"11' 9""",37.5,"12' 1""",18,12.12,3.16,12,No
Ousmane Drame ,2015,"6' 7.75""",NA,238,"7' 2""","9' 0""",NA,0,0,28,"11' 4""",NA,NA,NA,6.15,3.4,NA,No
Oliver Miller ,1992,"6' 7.5""",NA,318,"7' 2""",NA,22,0,0,NA,NA,NA,NA,NA,NA,NA,NA,22
Rich Melzer ,2004,"6' 7.5""","6' 8.75""",229,"7' 2""","8' 11""",NA,0,0,24.5,"10' 11.5""",28.5,"11' 3.5""",8,11.74,3.39,61,No
Hakim Warrick ,2005,"6' 7.25""","6' 8.5""",215,"7' 2""","9' 0""",NA,0,0,33,"11' 9""",38,"12' 2""",11,NA,3.22,61,19
Wayne Wallace ,2003,"6' 7.25""","6' 8.75""",187,"7' 2""","9' 0""",4.6,0,0,29.5,"11' 5.5""",36,"12' 0""",6,11.85,3.24,53,No
Malcolm Thomas ,2011,"6' 7.25""",NA,218,"7' 2""","8' 10""",NA,0,0,32.5,"11' 6.5""",NA,NA,NA,12.41,3.3,NA,No
DeAndre Daniels ,2014,"6' 7.25""","6' 8.5""",196,"7' 2""","8' 10.5""",3.9,9.25,10.5,26.5,"11' 1""",32,"11' 6.5""",NA,11.46,3.44,NA,37
TaShawn Thomas ,2015,"6' 7.25""","6' 8""",240,"7' 2""","9' 0""",12.4,9,9.25,26,"11' 2""",30.5,"11' 6.5""",NA,11.69,3.47,NA,No
Tracy McGrady ,1997,"6' 7""",NA,205,"7' 2""",NA,NA,0,0,NA,NA,40,NA,NA,NA,NA,NA,9
Trevor Ariza ,2004,"6' 7""","6' 8.25""",201,"7' 2""","8' 11.5""",NA,0,0,29.5,"11' 5""",32,"11' 7.5""",8,11.63,3.29,44,43
Stephane Pelle ,2003,"6' 7""","6' 8.5""",246,"7' 2""","8' 11""",12.4,0,0,28.5,"11' 3.5""",33,"11' 8""",17,11.37,3.27,21,No
Robert Carter ,2010,"6' 7""",NA,245,"7' 2""","8' 10.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shaq Goodwin ,2013,"6' 7""","6' 8""",229,"7' 2""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Alex Owens ,2013,"6' 7""",NA,251,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Myles Carter ,2013,"6' 7""",NA,210,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tyler Roberson ,2012,"6' 7""",NA,200,"7' 2""","8' 11""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Darion Atkins ,2015,"6' 7""",NA,240,"7' 2""","8' 11.5""",NA,0,0,30,"11' 5.5""",NA,NA,NA,5.9,3.46,NA,No
Ryan Gomes ,2004,"6' 6.5""","6' 7.75""",248,"7' 2""","8' 10.5""",NA,0,0,26.5,"11' 1""",30.5,"11' 5""",9,12.49,3.24,54,50
Troy Gillenwater ,2011,"6' 6.5""","6' 8.5""",241,"7' 2""","8' 11""",13.7,9.75,0,30,"11' 5""",35,"11' 10""",NA,9.1,4.16,NA,No
Delroy James ,2011,"6' 6.25""",NA,225,"7' 2""","8' 9""",NA,0,0,27,"11' 0""",NA,NA,NA,11.77,3.27,NA,No
Robert Covington ,2013,"6' 6.25""",NA,210,"7' 2""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jeff Allen ,2011,"6' 6""","6' 7""",235,"7' 2""","8' 11""",8.4,10.25,0,28,"11' 3""",34,"11' 9""",NA,9.77,4.09,NA,56
Troy Gillenwater ,2012,"6' 6""","6' 7""",242,"7' 2""","8' 10.25""",15.3,9.63,0,33.8,"11' 8.05""",35.3,"11' 9.55""",7,11.31,3.29,NA,No
Abdul Abu ,2012,"6' 6""",NA,226,"7' 2""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Algevon Eichelberger ,2014,"6' 6""",NA,229,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Stephane Lasme ,2007,"6' 5.5""","6' 7""",213,"7' 2""","8' 11""",4.9,0,0,29.5,"11' 4.5""",36,"11' 11""",17,11.73,3.22,13,46
Mario Boggan ,2007,"6' 5.5""","6' 7""",240,"7' 2""","8' 11""",9.2,0,0,24,"10' 11""",26.5,"11' 1.5""",12,12.18,3.45,69,No
Rondae Hollis Jefferson ,2015,"6' 5.5""","6' 7""",211,"7' 2""","8' 8""",5,8.75,9.75,32,"11' 4""",38,"11' 10""",NA,10.51,3.12,NA,No
Josh Howard ,2003,"6' 5.25""","6' 6.5""",202,"7' 2""","8' 9.5""",6,0,0,33,"11' 6.5""",36.5,"11' 10""",4,10.89,3.09,22,29
Dejuan Blair ,2009,"6' 5.25""","6' 6.5""",277,"7' 2""","8' 10.5""",12,0,0,26,"11' 0.5""",33,"11' 7.5""",18,11.5,3.45,NA,37
Jeff Adrien ,2009,"6' 5.25""","6' 6.5""",236,"7' 2""","8' 11.5""",7.9,0,0,27.5,"11' 3""",31.5,"11' 7""",16,11.34,3.32,NA,No
Jeff Allen ,2011,"6' 5.25""",NA,227,"7' 2""","8' 10""",NA,0,0,28,"11' 2""",NA,NA,NA,12.73,3.35,NA,56
Kyle Hines ,2008,"6' 4.25""","6' 5.75""",241,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Stan Okoye ,2013,"6' 3""",NA,204,"7' 2""","8' 6.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jeff Allen ,2009,NA,"6' 7""",258,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56
JaJuan Johnson ,2009,NA,"6' 10""",208,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27
Greg Monroe ,2009,NA,"6' 11""",243,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
Johnny O'Bryant ,2009,NA,"6' 8""",218,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
Jeff Allen ,2009,NA,"6' 7""",258,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56
Tony Mitchell ,2009,NA,"6' 7""",215,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
Johnny O'Bryant ,2009,NA,"6' 8""",218,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
Tony Mitchell ,2009,NA,"6' 7""",215,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
Gus Gilchrist ,2010,NA,"6' 10""",243,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
Deng Leek ,2010,NA,"6' 10.5""",220,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Davis ,2010,NA,"6' 9""",187,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
C.J. Leslie ,2010,NA,"6' 9""",207,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khem Birch ,2010,NA,"6' 9""",175,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Davis ,2010,NA,"6' 9""",187,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
Deng Leek ,2010,NA,"6' 10""",220,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Willie Cauley ,2011,NA,"7' 1.25""",221,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DaJuan Coleman ,2011,NA,"6' 9""",290,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Anderson ,2011,NA,"6' 9""",226,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
Jerami Grant ,2011,NA,"6' 8""",196,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
Terrence Jones ,2011,NA,"6' 9""",249,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
Kyle Anderson ,2011,NA,"6' 9""",226,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
Willie Cauley ,2011,NA,"7' 1.25""",221,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DaJuan Coleman ,2011,NA,"6' 9""",290,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigel Hayes ,2011,NA,"6' 7.5""",225,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patson Siame ,2012,NA,"6' 11""",213,"7' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Patterson ,2007,NA,"6' 8.5""",NA,"7' 2""","9' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,14
Diamond Stone ,2012,NA,"6' 10""",253,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Christian Wood ,2012,NA,"6' 10""",200,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Moses Kingsley ,2012,NA,"6' 9.5""",211,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Austin Nichols ,2012,NA,"6' 9""",202,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Cliff Alexander ,2012,NA,"6' 8""",240,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Christian Wood ,2012,NA,"6' 10""",200,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Cliff Alexander ,2012,NA,"6' 8""",240,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Moses Kingsley ,2012,NA,"6' 9.5""",211,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Myles Turner ,2013,NA,"6' 10""",223,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Trayvon Reed ,2013,NA,"7' 1.5""",215,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Thon Maker ,2013,NA,"7' 0.5""",194,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Diamond Stone ,2013,NA,"6' 10""",240,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Myles Turner ,2013,NA,"6' 10""",223,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Doral Moore ,2013,NA,"6' 11""",224,"7' 2""","9' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Henry Ellenson ,2013,NA,"6' 9.5""",244,"7' 2""","9' 1""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Ivan Rabb ,2013,NA,"6' 9.5""",206,"7' 2""","9' 1.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Juwan Durham ,2013,NA,"6' 10""",186,"7' 2""","9' 0""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Kelly Oubre ,2014,NA,"6' 6.5""",204,"7' 2""","8' 8""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
Cliff Alexander ,2014,NA,"6' 9""",254,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Donta Hall ,2014,NA,"6' 9""",203,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Henry Ellenson ,2014,NA,"6' 10.5""",231,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jordan Mickey ,2014,NA,"6' 7.5""",234,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Moustapha Diagne ,2014,NA,"6' 8.5""",241,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Robert Carter ,2014,NA,"6' 8""",247,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Stephen Zimmerman ,2014,NA,"7' 0""",224,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Zach Brown ,2014,NA,"7' 0""",225,"7' 2""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jordan Eglseder ,2010,"6' 10.5""",NA,285,"7' 2.75""","9' 2""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Chris Hunter ,2006,"6' 10""","6' 11.25""",216,"7' 2.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Stephen Zimmerman ,2014,"6' 10""",NA,241,"7' 2.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Austin Daye ,2009,"6' 9.75""","6' 10.75""",192,"7' 2.75""","9' 2""",5.5,0,0,25,"11' 3""",28,"11' 6""",,12.11,3.55,NA,15
Gus Gilchrist ,2012,"6' 9.5""",NA,239,"7' 2.75""",NA,NA,0,0,24.8,NA,NA,NA,NA,11.58,3.51,NA,No
Akin Akingbala ,2006,"6' 9.5""","6' 10.5""",228,"7' 2.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Chris Walker ,2015,"6' 8.75""","6' 9.25""",208,"7' 2.75""","9' 0""",5.1,9,9,30.5,"11' 6.5""",37,"12' 1""",NA,11.32,3.35,NA,No
Dwayne Jones ,2005,"6' 8.5""","6' 10""",242,"7' 2.75""","9' 0.5""",NA,0,0,28,"11' 4.5""",31.5,"11' 8""",15,11.87,3.25,38,No
Kyle Anderson ,2014,"6' 7.5""","6' 8.5""",230,"7' 2.75""","8' 11.5""",13.4,8.25,8.75,NA,NA,NA,NA,NA,NA,NA,NA,30
Tarik Black ,2014,"6' 7.5""","6' 8.5""",253,"7' 2.75""","8' 11""",10.2,10.5,11,NA,NA,NA,NA,NA,NA,NA,NA,No
Othello Hunter ,2008,"6' 7""","6' 8.5""",219,"7' 2.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Brandon Hunter ,2003,"6' 6.5""","6' 7.75""",266,"7' 2.75""","8' 9.5""",8,0,0,32.5,"11' 6""",35,"11' 8.5""",25,11.13,3.21,2,56
Korvotney Barber ,2009,"6' 6.5""","6' 7.25""",226,"7' 2.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Quincy Acy ,2012,"6' 6.5""","6' 7.75""",224,"7' 2.75""","8' 10.5""",7.1,9.5,11,32,"11' 6.5""",37,"11' 11.5""",13,10.48,3.28,NA,37
Stephane Lasme ,2007,"6' 6.5""","6' 7""",218,"7' 2.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,46
Jerami Grant ,2014,"6' 6.5""","6' 7.75""",214,"7' 2.75""","8' 11""",3.8,9.25,9.25,NA,NA,NA,NA,NA,NA,NA,NA,39
Sam Clancy ,2001,"6' 6.25""","6' 7.5""",242,"7' 2.75""","8' 11""",NA,0,0,31,"11' 6""",34,"11' 9""",15,11.47,3.13,18,44
Lucas Mariano ,2014,NA,NA,NA,"7' 2.75""","8' 11.5""",NA,0,0,25.5,"11' 1""",30.5,"11' 6""",NA,12.71,3.66,NA,No
Robb Dryden ,2001,"7' 1""","7' 2""",241,"7' 2.5""","9' 2.25""",NA,0,0,27,"11' 5.25""",30,"11' 8.25""",8,12.47,3.46,73,No
Thon Maker ,2015,"7' 0.5""",NA,219,"7' 2.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Vladimir Golubovic ,2008,"6' 11.25""","7' 0.25""",258,"7' 2.5""","9' 3.5""",6.9,0,0,21.5,"11' 1""",27,"11' 6.5""",15,12.4,3.33,NA,No
Curtis Borchardt ,2002,"6' 10.75""","7' 0.25""",238,"7' 2.5""","9' 4""",NA,0,0,24,"11' 4""",27,"11' 7""",7,12.56,3.63,74,18
Fab Melo ,2012,"6' 10.75""","7' 0""",255,"7' 2.5""","9' 2""",9.2,9,10,29.5,"11' 7.5""",31,"11' 9""",9,12.14,3.44,NA,22
Aron Baynes ,2009,"6' 10.5""","7' 0""",259,"7' 2.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Stefan Nastic ,2015,"6' 10.5""",NA,238,"7' 2.5""","8' 11.5""",NA,0,0,27,"11' 2.5""",NA,NA,NA,6.06,3.66,NA,No
Lazaros Papadopoulos ,2001,"6' 10.25""",NA,227,"7' 2.5""","9' 2.5""",NA,0,0,23,"11' 1.5""",26,"11' 4.5""",4,12,3.7,75,No
Jabari Smith ,2000,"6' 9.75""","6' 11""",241,"7' 2.5""","9' 1.5""",NA,0,0,24.5,"11' 2""",30,"11' 7.5""",15,12.45,3.43,45,45
Channing Frye ,2005,"6' 9.5""","6' 10.5""",244,"7' 2.5""","9' 2.5""",NA,0,0,27.5,"11' 6""",31,"11' 9.5""",19,11.6,3.38,33,8
Ralph Sampson ,2011,"6' 9.5""","6' 10.5""",234,"7' 2.5""","8' 9""",8.1,9.25,0,27,"11' 0""",31.5,"11' 4.5""",NA,9.12,4.21,NA,No
Norvel Pelle ,2013,"6' 9.5""","6' 10.5""",207,"7' 2.5""","9' 1""",5.2,8.75,9.5,31,"11' 8""",34.5,"11' 11.5""",,11.49,3.32,NA,No
Norvel Pelle ,2013,"6' 9.5""","6' 10.5""",207,"7' 2.5""","9' 1""",5.2,8.75,9.5,31,"11' 8""",34.5,"11' 11.5""",,11.49,3.42,NA,No
Maurice Sutton ,2015,"6' 9.5""","6' 10.75""",227,"7' 2.5""","9' 2""",NA,0,0,26,"11' 4""",33,"11' 11""",NA,12.13,3.46,NA,No
Vander Joaquim ,2013,"6' 9""",NA,252,"7' 2.5""","9' 1""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Aaric Murray ,2014,"6' 9""",NA,250,"7' 2.5""","9' 3.5""",NA,0,0,25.5,"11' 5""",NA,NA,NA,12.62,3.56,NA,No
Al Jefferson ,2004,"6' 8.5""","6' 9.75""",263,"7' 2.5""","9' 2""",NA,0,0,28.5,"11' 6.5""",30,"11' 8""",3,13.08,3.29,68,15
Earl Clark ,2009,"6' 8.5""","6' 10.25""",228,"7' 2.5""","9' 1.5""",5.2,0,0,28.5,"11' 6""",33,"11' 10.5""",5,11.17,3.35,NA,14
Terrence Jennings ,2011,"6' 8.5""","6' 10""",228,"7' 2.5""","9' 0""",4.3,8.75,0,28.5,"11' 4.5""",36,"12' 0""",NA,9.69,3.92,NA,No
Reggie Johnson ,2011,"6' 8.5""","6' 10""",307,"7' 2.5""","9' 1""",22.4,10.5,0,23,"11' 0""",25.5,"11' 2.5""",NA,9.95,4.42,NA,No
Malik Allen ,2000,"6' 8.25""","6' 9.5""",271,"7' 2.5""","9' 1""",NA,0,0,25.5,"11' 2.5""",29,"11' 6""",13,11.83,3.38,39,No
Gregory Smith ,2011,"6' 8""","6' 9.25""",253,"7' 2.5""","8' 10.5""",7.4,9.75,12,29.5,"11' 4""",36,"11' 10.5""",17,12.43,3.36,NA,59
Keith Clanton ,2013,"6' 7.75""",NA,249,"7' 2.5""","9' 1""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Reggie Evans ,2002,"6' 7.5""","6' 8.5""",250,"7' 2.5""","8' 11.5""",NA,0,0,26,"11' 1.5""",29.5,"11' 5""",15,12.73,3.26,48,No
Derrick Brown ,2009,"6' 7.5""","6' 8.5""",225,"7' 2.5""","8' 11.5""",8.6,0,0,30.5,"11' 6""",35.5,"11' 11""",20,11.26,3.13,NA,40
Papa Dia ,2011,"6' 7.5""",NA,230,"7' 2.5""","8' 11.25""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
DeAngelo Casto ,2011,"6' 7.5""","6' 9""",240,"7' 2.5""","8' 8.5""",8.4,9,0,31.5,"11' 4""",36.5,"11' 9""",NA,8.75,4.06,NA,No
Kyle Anderson ,2012,"6' 7.5""","6' 8.5""",233,"7' 2.5""","9' 0""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
JaMychal Green ,2012,"6' 7.5""",NA,217,"7' 2.5""",NA,NA,0,0,30.8,NA,NA,NA,NA,10.83,3.29,NA,No
Tony Mitchell ,2013,"6' 7.5""","6' 8.75""",236,"7' 2.5""","8' 10.5""",5.6,9,10,33.5,"11' 8""",38,"12' 0.5""",13,11.82,3.52,NA,37
James Jones ,2003,"6' 7.25""","6' 8.75""",218,"7' 2.5""","8' 11.5""",6.7,0,0,30.5,"11' 6""",33,"11' 8.5""",9,11.18,3.19,31,49
Lawrence Hill ,2009,"6' 7.25""","6' 8.75""",223,"7' 2.5""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Anthony Tolliver ,2007,"6' 7""","6' 8.5""",242,"7' 2.5""","8' 11.5""",5.7,0,0,28.5,"11' 4""",30,"11' 5.5""",21,11.49,3.29,15,No
Deon Thompson ,2010,"6' 7""",NA,250,"7' 2.5""","8' 11.25""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Vyacheslav Kravtsov ,2009,"6' 7""","6' 8""",235,"7' 2.5""","9' 3""",NA,0,0,31,"11' 10""",37,"12' 4""",NA,NA,3.58,NA,No
Tyler Stone ,2014,"6' 7""",NA,230,"7' 2.5""","8' 9.5""",NA,0,0,28.5,"11' 2""",NA,NA,NA,11.04,3.39,NA,No
Aloysius Anagoynye ,2003,"6' 6.75""","6' 8""",257,"7' 2.5""","8' 10""",10.5,0,0,31,"11' 5""",34.5,"11' 8.5""",6,12.93,3.3,66,No
Marcus Thornton ,2015,"6' 6.75""",NA,242,"7' 2.5""","8' 9""",NA,0,0,33,"11' 6""",NA,NA,NA,5.63,3.19,NA,No
Carleton Scott ,2011,"6' 6.5""","6' 7""",210,"7' 2.5""","8' 8.5""",6.9,9.75,0,31.5,"11' 4""",36,"11' 8.5""",NA,9.11,3.96,NA,No
Rodney Williams ,2012,"6' 6.5""",NA,207,"7' 2.5""","8' 10""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Brandon Bass ,2004,"6' 6.25""","6' 7.25""",246,"7' 2.5""","8' 10.5""",NA,0,0,31.5,"11' 6""",33,"11' 7.5""",18,11.61,3.24,16,33
Darius Carter ,2015,"6' 6.25""",NA,241,"7' 2.5""","9' 0.5""",NA,0,0,26,"11' 2.5""",NA,NA,NA,6.58,3.59,NA,No
Jerami Grant ,2013,"6' 6""","6' 7""",217,"7' 2.5""","9' 0.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,39
